SIMULATION : Neuron membrane potential over time 0.1

The time incrementation between each measure is : 0.1 ms
Total simulation time : 500.2 ms

Time (ms) 	 V (mV) 
23.7		0
23.8		0
23.9		0
24		0
24.1		0
24.2		0
24.3		0
24.4		0
24.5		0
24.6		0
24.7		0
24.8		0
24.9		0
25		0
25.1		0
25.2		0
25.3		0
25.4		0
25.5		0
25.6		0
25.7		0
25.8		0
25.9		0
26		0
26.1		0
26.2		0
26.3		0
26.4		0
26.5		0
26.6		0
26.7		0
26.8		0
26.9		0
27		0
27.1		0
27.2		0
27.3		0
27.4		0
27.5		0
27.6		0
27.7		0
27.8		0
27.9		0
28		0
28.1		0
28.2		0
28.3		0
28.4		0
28.5		0
28.6		0
28.7		0
28.8		0
28.9		0
29		0
29.1		0
29.2		0
29.3		0
29.4		0
29.5		0
29.6		0
29.7		0
29.8		0
29.9		0
30		0
30.1		0
30.2		0
30.3		0
30.4		0
30.5		0
30.6		0
30.7		0
30.8		0
30.9		0
31		0
31.1		0
31.2		0
31.3		0
31.4		0
31.5		0
31.6		0
31.7		0
31.8		0
31.9		0
32		0
32.1		0
32.2		0
32.3		0
32.4		0
32.5		0
32.6		0
32.7		0
32.8		0
32.9		0
33		0
33.1		0
33.2		0
33.3		0
33.4		0
33.5		0
33.6		0
33.7		0
33.8		0
33.9		0
34		0
34.1		0
34.2		0
34.3		0
34.4		0
34.5		0
34.6		0
34.7		0
34.8		0
34.9		0
35		0
35.1		0
35.2		0
35.3		0
35.4		0
35.5		0
35.6		0
35.7		0
35.8		0
35.9		0
36		0
36.1		0
36.2		0
36.3		0
36.4		0
36.5		0
36.6		0
36.7		0
36.8		0
36.9		0
37		0
37.1		0
37.2		0
37.3		0
37.4		0
37.5		0
37.6		0
37.7		0
37.8		0
37.9		0
38		0
38.1		0
38.2		0
38.3		0
38.4		0
38.5		0
38.6		0
38.7		0
38.8		0
38.9		0
39		0
39.1		0
39.2		0
39.3		0
39.4		0
39.5		0
39.6		0
39.7		0
39.8		0
39.9		0
40		0
40.1		0
40.2		0
40.3		0
40.4		0
40.5		0
40.6		0
40.7		0
40.8		0
40.9		0
41		0
41.1		0
41.2		0
41.3		0
41.4		0
41.5		0
41.6		0
41.7		0
41.8		0
41.9		0
42		0
42.1		0
42.2		0
42.3		0
42.4		0
42.5		0
42.6		0
42.7		0
42.8		0
42.9		0
43		0
43.1		0
43.2		0
43.3		0
43.4		0
43.5		0
43.6		0
43.7		0
43.8		0
43.9		0
44		0
44.1		0
44.2		0
44.3		0
44.4		0
44.5		0
44.6		0
44.7		0
44.8		0
44.9		0
45		0
45.1		0
45.2		0
45.3		0
45.4		0
45.5		0
45.6		0
45.7		0
45.8		0
45.9		0
46		0
46.1		0
46.2		0
46.3		0
46.4		0
46.5		0
46.6		0
46.7		0
46.8		0
46.9		0
47		0
47.1		0
47.2		0
47.3		0
47.4		0
47.5		0
47.6		0
47.7		0
47.8		0
47.9		0
48		0
48.1		0
48.2		0
48.3		0
48.4		0
48.5		0
48.6		0
48.7		0
48.8		0
48.9		0
49		0
49.1		0
49.2		0
49.3		0
49.4		0
49.5		0
49.6		0
49.7		0
49.8		0
49.9		0
50		0
50.1		0
50.2		0
50.3		0
50.4		0
50.5		0
50.6		0
50.7		0
50.8		0
50.9		0
51		0
51.1		0
51.2		0
51.3		0
51.4		0
51.5		0
51.6		0
51.7		0
51.8		0
51.9		0
52		0
52.1		0
52.2		0
52.3		0
52.4		0
52.5		0
52.6		0
52.7		0
52.8		0
52.9		0
53		0
53.1		0
53.2		0
53.3		0
53.4		0
53.5		0
53.6		0
53.7		0
53.8		0
53.9		0
54		0
54.1		0
54.2		0
54.3		0
54.4		0
54.5		0
54.6		0
54.7		0
54.8		0
54.9		0
55		0
55.1		0
55.2		0
55.3		0
55.4		0
55.5		0
55.6		0
55.7		0
55.8		0
55.9		0
56		0
56.1		0
56.2		0
56.3		0
56.4		0
56.5		0
56.6		0
56.7		0
56.8		0
56.9		0
57		0
57.1		0
57.2		0
57.3		0
57.4		0
57.5		0
57.6		0
57.7		0
57.8		0
57.9		0
58		0
58.1		0
58.2		0
58.3		0
58.4		0
58.5		0
58.6		0
58.7		0
58.8		0
58.9		0
59		0
59.1		0
59.2		0
59.3		0
59.4		0
59.5		0
59.6		0
59.7		0
59.8		0
59.9		0
60		0
60.1		0
60.2		0
60.3		0
60.4		0
60.5		0
60.6		0
60.7		0
60.8		0
60.9		0
61		0
61.1		0
61.2		0
61.3		0
61.4		0
61.5		0
61.6		0
61.7		0
61.8		0
61.9		0
62		0
62.1		0
62.2		0
62.3		0
62.4		0
62.5		0
62.6		0
62.7		0
62.8		0
62.9		0
63		0
63.1		0
63.2		0
63.3		0
63.4		0
63.5		0
63.6		0
63.7		0
63.8		0
63.9		0
64		0
64.1		0
64.2		0
64.3		0
64.4		0
64.5		0
64.6		0
64.7		0
64.8		0
64.9		0
65		0
65.1		0
65.2		0
65.3		0
65.4		0
65.5		0
65.6		0
65.7		0
65.8		0
65.9		0
66		0
66.1		0
66.2		0
66.3		0
66.4		0
66.5		0
66.6		0
66.7		0
66.8		0
66.9		0
67		0
67.1		0
67.2		0
67.3		0
67.4		0
67.5		0
67.6		0
67.7		0
67.8		0
67.9		0
68		0
68.1		0
68.2		0
68.3		0
68.4		0
68.5		0
68.6		0
68.7		0
68.8		0
68.9		0
69		0
69.1		0
69.2		0
69.3		0
69.4		0
69.5		0
69.6		0
69.7		0
69.8		0
69.9		0
70		0
70.1		0
70.2		0
70.3		0
70.4		0
70.5		0
70.6		0
70.7		0
70.8		0
70.9		0
71		0
71.1		0
71.2		0
71.3		0
71.4		0
71.5		0
71.6		0
71.7		0
71.8		0
71.9		0
72		0
72.1		0
72.2		0
72.3		0
72.4		0
72.5		0
72.6		0
72.7		0
72.8		0
72.9		0
73		0
73.1		0
73.2		0
73.3		0
73.4		0
73.5		0
73.6		0
73.7		0
73.8		0
73.9		0
74		0
74.1		0
74.2		0
74.3		0
74.4		0
74.5		0
74.6		0
74.7		0
74.8		0
74.9		0
75		0
75.1		0
75.2		0
75.3		0
75.4		0
75.5		0
75.6		0
75.7		0
75.8		0
75.9		0
76		0
76.1		0
76.2		0
76.3		0
76.4		0
76.5		0
76.6		0
76.7		0
76.8		0
76.9		0
77		0
77.1		0
77.2		0
77.3		0
77.4		0
77.5		0
77.6		0
77.7		0
77.8		0
77.9		0
78		0
78.1		0
78.2		0
78.3		0
78.4		0
78.5		0
78.6		0
78.7		0
78.8		0
78.9		0
79		0
79.1		0
79.2		0
79.3		0
79.4		0
79.5		0
79.6		0
79.7		0
79.8		0
79.9		0
80		0
80.1		0
80.2		0
80.3		0
80.4		0
80.5		0
80.6		0
80.7		0
80.8		0
80.9		0
81		0
81.1		0
81.2		0
81.3		0
81.4		0
81.5		0
81.6		0
81.7		0
81.8		0
81.9		0
82		0
82.1		0
82.2		0
82.3		0
82.4		0
82.5		0
82.6		0
82.7		0
82.8		0
82.9		0
83		0
83.1		0
83.2		0
83.3		0
83.4		0
83.5		0
83.6		0
83.7		0
83.8		0
83.9		0
84		0
84.1		0
84.2		0
84.3		0
84.4		0
84.5		0
84.6		0
84.7		0
84.8		0
84.9		0
85		0
85.1		0
85.2		0
85.3		0
85.4		0
85.5		0
85.6		0
85.7		0
85.8		0
85.9		0
86		0
86.1		0
86.2		0
86.3		0
86.4		0
86.5		0
86.6		0
86.7		0
86.8		0
86.9		0
87		0
87.1		0
87.2		0
87.3		0
87.4		0
87.5		0
87.6		0
87.7		0
87.8		0
87.9		0
88		0
88.1		0
88.2		0
88.3		0
88.4		0
88.5		0
88.6		0
88.7		0
88.8		0
88.9		0
89		0
89.1		0
89.2		0
89.3		0
89.4		0
89.5		0
89.6		0
89.7		0
89.8		0
89.9		0
90		0
90.1		0
90.2		0
90.3		0
90.4		0
90.5		0
90.6		0
90.7		0
90.8		0
90.9		0
91		0
91.1		0
91.2		0
91.3		0
91.4		0
91.5		0
91.6		0
91.7		0
91.8		0
91.9		0
92		0
92.1		0
92.2		0
92.3		0
92.4		0
92.5		0
92.6		0
92.7		0
92.8		0
92.9		0
93		0
93.1		0
93.2		0
93.3		0
93.4		0
93.5		0
93.6		0
93.7		0
93.8		0
93.9		0
94		0
94.1		0
94.2		0
94.3		0
94.4		0
94.5		0
94.6		0
94.7		0
94.8		0
94.9		0
95		0
95.1		0
95.2		0
95.3		0
95.4		0
95.5		0
95.6		0
95.7		0
95.8		0
95.9		0
96		0
96.1		0
96.2		0
96.3		0
96.4		0
96.5		0
96.6		0
96.7		0
96.8		0
96.9		0
97		0
97.1		0
97.2		0
97.3		0
97.4		0
97.5		0
97.6		0
97.7		0
97.8		0
97.9		0
98		0
98.1		0
98.2		0
98.3		0
98.4		0
98.5		0
98.6		0
98.7		0
98.8		0
98.9		0
99		0
99.1		0
99.2		0
99.3		0
99.4		0
99.5		0
99.6		0
99.7		0
99.8		0
99.9		0
100		0
100.1		0
100.2		0
100.3		0
100.4		0
100.5		0
100.6		0
100.7		0
100.8		0
100.9		0
101		0
101.1		0
101.2		0
101.3		0
101.4		0
101.5		0
101.6		0
101.7		0
101.8		0
101.9		0
102		0
102.1		0
102.2		0
102.3		0
102.4		0
102.5		0
102.6		0
102.7		0
102.8		0
102.9		0
103		0
103.1		0
103.2		0
103.3		0
103.4		0
103.5		0
103.6		0
103.7		0
103.8		0
103.9		0
104		0
104.1		0
104.2		0
104.3		0
104.4		0
104.5		0
104.6		0
104.7		0
104.8		0
104.9		0
105		0
105.1		0
105.2		0
105.3		0
105.4		0
105.5		0
105.6		0
105.7		0
105.8		0
105.9		0
106		0
106.1		0
106.2		0
106.3		0
106.4		0
106.5		0
106.6		0
106.7		0
106.8		0
106.9		0
107		0
107.1		0
107.2		0
107.3		0
107.4		0
107.5		0
107.6		0
107.7		0
107.8		0
107.9		0
108		0
108.1		0
108.2		0
108.3		0
108.4		0
108.5		0
108.6		0
108.7		0
108.8		0
108.9		0
109		0
109.1		0
109.2		0
109.3		0
109.4		0
109.5		0
109.6		0
109.7		0
109.8		0
109.9		0
110		0
110.1		0
110.2		0
110.3		0
110.4		0
110.5		0
110.6		0
110.7		0
110.8		0
110.9		0
111		0
111.1		0
111.2		0
111.3		0
111.4		0
111.5		0
111.6		0
111.7		0
111.8		0
111.9		0
112		0
112.1		0
112.2		0
112.3		0
112.4		0
112.5		0
112.6		0
112.7		0
112.8		0
112.9		0
113		0
113.1		0
113.2		0
113.3		0
113.4		0
113.5		0
113.6		0
113.7		0
113.8		0
113.9		0
114		0
114.1		0
114.2		0
114.3		0
114.4		0
114.5		0
114.6		0
114.7		0
114.8		0
114.9		0
115		0
115.1		0
115.2		0
115.3		0
115.4		0
115.5		0
115.6		0
115.7		0
115.8		0
115.9		0
116		0
116.1		0
116.2		0
116.3		0
116.4		0
116.5		0
116.6		0
116.7		0
116.8		0
116.9		0
117		0
117.1		0
117.2		0
117.3		0
117.4		0
117.5		0
117.6		0
117.7		0
117.8		0
117.9		0
118		0
118.1		0
118.2		0
118.3		0
118.4		0
118.5		0
118.6		0
118.7		0
118.8		0
118.9		0
119		0
119.1		0
119.2		0
119.3		0
119.4		0
119.5		0
119.6		0
119.7		0
119.8		0
119.9		0
120		0
120.1		0
120.2		0
120.3		0
120.4		0
120.5		0
120.6		0
120.7		0
120.8		0
120.9		0
121		0
121.1		0
121.2		0
121.3		0
121.4		0
121.5		0
121.6		0
121.7		0
121.8		0
121.9		0
122		0
122.1		0
122.2		0
122.3		0
122.4		0
122.5		0
122.6		0
122.7		0
122.8		0
122.9		0
123		0
123.1		0
123.2		0
123.3		0
123.4		0
123.5		0
123.6		0
123.7		0
123.8		0
123.9		0
124		0
124.1		0
124.2		0
124.3		0
124.4		0
124.5		0
124.6		0
124.7		0
124.8		0
124.9		0
125		0
125.1		0
125.2		0
125.3		0
125.4		0
125.5		0
125.6		0
125.7		0
125.8		0
125.9		0
126		0
126.1		0
126.2		0
126.3		0
126.4		0
126.5		0
126.6		0
126.7		0
126.8		0
126.9		0
127		0
127.1		0
127.2		0
127.3		0
127.4		0
127.5		0
127.6		0
127.7		0
127.8		0
127.9		0
128		0
128.1		0
128.2		0
128.3		0
128.4		0
128.5		0
128.6		0
128.7		0
128.8		0
128.9		0
129		0
129.1		0
129.2		0
129.3		0
129.4		0
129.5		0
129.6		0
129.7		0
129.8		0
129.9		0
130		0
130.1		0
130.2		0
130.3		0
130.4		0
130.5		0
130.6		0
130.7		0
130.8		0
130.9		0
131		0
131.1		0
131.2		0
131.3		0
131.4		0
131.5		0
131.6		0
131.7		0
131.8		0
131.9		0
132		0
132.1		0
132.2		0
132.3		0
132.4		0
132.5		0
132.6		0
132.7		0
132.8		0
132.9		0
133		0
133.1		0
133.2		0
133.3		0
133.4		0
133.5		0
133.6		0
133.7		0
133.8		0
133.9		0
134		0
134.1		0
134.2		0
134.3		0
134.4		0
134.5		0
134.6		0
134.7		0
134.8		0
134.9		0
135		0
135.1		0
135.2		0
135.3		0
135.4		0
135.5		0
135.6		0
135.7		0
135.8		0
135.9		15
136		14.9252
136.1		14.8507
136.2		14.7767
136.3		14.703
136.4		14.6296
136.5		14.5567
136.6		14.4841
136.7		14.4118
136.8		14.34
136.9		14.2684
137		14.1973
137.1		14.1265
137.2		14.056
137.3		13.9859
137.4		13.9162
137.5		13.8467
137.6		13.7777
137.7		13.709
137.8		13.6406
137.9		13.5726
138		13.5049
138.1		13.4375
138.2		13.3705
138.3		13.3038
138.4		13.2375
138.5		13.1714
138.6		13.1057
138.7		13.0404
138.8		12.9753
138.9		12.9106
139		12.8462
139.1		12.7822
139.2		12.7184
139.3		12.655
139.4		12.5919
139.5		12.5291
139.6		12.4666
139.7		12.4044
139.8		12.3425
139.9		12.281
140		12.2197
140.1		12.1588
140.2		12.0981
140.3		12.0378
140.4		11.9777
140.5		11.918
140.6		11.8586
140.7		11.7994
140.8		11.7406
140.9		11.682
141		11.6237
141.1		11.5658
141.2		11.5081
141.3		11.4507
141.4		11.3936
141.5		11.3368
141.6		11.2802
141.7		11.224
141.8		11.168
141.9		11.1123
142		11.0569
142.1		11.0017
142.2		10.9468
142.3		10.8922
142.4		10.8379
142.5		10.7839
142.6		10.7301
142.7		10.6766
142.8		10.6233
142.9		10.5703
143		10.5176
143.1		10.4651
143.2		10.4129
143.3		10.361
143.4		10.3093
143.5		10.2579
143.6		10.2068
143.7		10.1559
143.8		10.1052
143.9		10.0548
144		10.0047
144.1		9.95475
144.2		9.9051
144.3		9.8557
144.4		9.80655
144.5		9.75764
144.6		9.70897
144.7		9.66055
144.8		9.61236
144.9		9.56442
145		9.51672
145.1		9.46925
145.2		9.42203
145.3		9.37503
145.4		9.32828
145.5		9.28175
145.6		9.23546
145.7		9.1894
145.8		9.14356
145.9		9.09796
146		9.05258
146.1		9.00743
146.2		8.96251
146.3		8.91781
146.4		8.87333
146.5		8.82907
146.6		8.78504
146.7		8.74122
146.8		8.69763
146.9		8.65425
147		8.61108
147.1		8.56814
147.2		8.5254
147.3		8.48288
147.4		8.44057
147.5		8.39848
147.6		8.35659
147.7		8.31491
147.8		8.27344
147.9		8.23217
148		8.19112
148.1		8.15026
148.2		8.10961
148.3		8.06917
148.4		8.02892
148.5		7.98888
148.6		7.94903
148.7		7.90939
148.8		7.86994
148.9		7.83069
149		7.79163
149.1		7.75277
149.2		7.7141
149.3		7.67563
149.4		7.63735
149.5		7.59925
149.6		7.56135
149.7		7.52364
149.8		7.48612
149.9		7.44878
150		7.41163
150.1		7.37466
150.2		7.33788
150.3		7.30128
150.4		7.26487
150.5		7.22863
150.6		7.19258
150.7		7.15671
150.8		7.12101
150.9		7.0855
151		7.05016
151.1		7.015
151.2		6.98001
151.3		6.9452
151.4		6.91056
151.5		6.87609
151.6		6.8418
151.7		6.80767
151.8		6.77372
151.9		6.73993
152		6.70632
152.1		6.67287
152.2		6.63959
152.3		6.60647
152.4		6.57352
152.5		6.54074
152.6		6.50812
152.7		6.47566
152.8		6.44336
152.9		6.41122
153		6.37925
153.1		6.34743
153.2		6.31577
153.3		6.28427
153.4		6.25293
153.5		6.22174
153.6		6.19071
153.7		6.15984
153.8		6.12911
153.9		6.09854
154		6.06813
154.1		6.03786
154.2		6.00775
154.3		5.97779
154.4		5.94797
154.5		5.91831
154.6		5.88879
154.7		5.85942
154.8		5.83019
154.9		5.80112
155		5.77218
155.1		5.74339
155.2		5.71475
155.3		5.68625
155.4		5.65789
155.5		5.62967
155.6		5.60159
155.7		5.57365
155.8		5.54585
155.9		5.51819
156		5.49067
156.1		5.46328
156.2		5.43604
156.3		5.40892
156.4		5.38195
156.5		5.3551
156.6		5.3284
156.7		5.30182
156.8		5.27538
156.9		5.24907
157		5.22289
157.1		5.19684
157.2		5.17092
157.3		5.14513
157.4		5.11947
157.5		5.09393
157.6		5.06853
157.7		5.04325
157.8		5.01809
157.9		4.99307
158		4.96816
158.1		4.94338
158.2		4.91873
158.3		4.8942
158.4		4.86979
158.5		4.8455
158.6		4.82133
158.7		4.79729
158.8		4.77336
158.9		4.74955
159		4.72586
159.1		4.70229
159.2		4.67884
159.3		4.6555
159.4		4.63228
159.5		4.60918
159.6		4.58619
159.7		4.56332
159.8		4.54056
159.9		4.51791
160		4.49538
160.1		4.47296
160.2		4.45065
160.3		4.42845
160.4		4.40637
160.5		4.38439
160.6		4.36252
160.7		4.34076
160.8		4.31911
160.9		4.29757
161		4.27614
161.1		4.25481
161.2		4.23359
161.3		4.21247
161.4		4.19146
161.5		4.17056
161.6		4.14976
161.7		4.12906
161.8		4.10847
161.9		4.08798
162		4.06759
162.1		4.0473
162.2		4.02711
162.3		4.00703
162.4		3.98704
162.5		3.96716
162.6		3.94737
162.7		3.92769
162.8		3.9081
162.9		3.8886
163		3.86921
163.1		3.84991
163.2		3.83071
163.3		3.8116
163.4		3.79259
163.5		3.77368
163.6		3.75486
163.7		3.73613
163.8		3.7175
163.9		3.69895
164		3.68051
164.1		3.66215
164.2		3.64388
164.3		3.62571
164.4		3.60763
164.5		3.58963
164.6		3.57173
164.7		3.55392
164.8		3.53619
164.9		3.51855
165		3.50101
165.1		3.48354
165.2		3.46617
165.3		3.44888
165.4		3.43168
165.5		3.41457
165.6		3.39754
165.7		3.38059
165.8		3.36373
165.9		3.34695
166		3.33026
166.1		3.31365
166.2		3.29712
166.3		3.28068
166.4		3.26432
166.5		3.24804
166.6		3.23184
166.7		3.21572
166.8		3.19968
166.9		3.18372
167		3.16784
167.1		3.15204
167.2		3.13632
167.3		3.12068
167.4		3.10511
167.5		3.08963
167.6		3.07422
167.7		3.05888
167.8		3.04363
167.9		3.02845
168		3.01334
168.1		2.99831
168.2		2.98336
168.3		2.96848
168.4		2.95368
168.5		2.93894
168.6		2.92429
168.7		2.9097
168.8		2.89519
168.9		2.88075
169		2.86638
169.1		2.85208
169.2		2.83786
169.3		2.82371
169.4		2.80962
169.5		2.79561
169.6		2.78167
169.7		2.76779
169.8		2.75399
169.9		2.74025
170		2.72659
170.1		2.71299
170.2		2.69946
170.3		2.68599
170.4		2.6726
170.5		2.65927
170.6		2.646
170.7		2.63281
170.8		2.61967
170.9		2.60661
171		2.59361
171.1		2.58067
171.2		2.5678
171.3		2.55499
171.4		2.54225
171.5		2.52957
171.6		2.51696
171.7		2.5044
171.8		2.49191
171.9		2.47948
172		2.46712
172.1		2.45481
172.2		2.44257
172.3		2.43039
172.4		2.41826
172.5		2.4062
172.6		2.3942
172.7		2.38226
172.8		2.37038
172.9		2.35856
173		2.34679
173.1		2.33509
173.2		2.32344
173.3		2.31185
173.4		2.30032
173.5		2.28885
173.6		2.27744
173.7		2.26608
173.8		2.25478
173.9		17.2435
174		17.1575
174.1		17.072
174.2		16.9868
174.3		16.9021
174.4		16.8178
174.5		16.7339
174.6		16.6504
174.7		16.5674
174.8		16.4848
174.9		16.4026
175		16.3207
175.1		16.2393
175.2		16.1584
175.3		16.0778
175.4		15.9976
175.5		15.9178
175.6		15.8384
175.7		15.7594
175.8		15.6808
175.9		15.6026
176		15.5248
176.1		15.4473
176.2		15.3703
176.3		15.2936
176.4		15.2174
176.5		15.1415
176.6		15.0659
176.7		14.9908
176.8		14.916
176.9		14.8416
177		14.7676
177.1		14.694
177.2		14.6207
177.3		14.5478
177.4		14.4752
177.5		14.403
177.6		14.3312
177.7		14.2597
177.8		14.1886
177.9		14.1178
178		14.0474
178.1		13.9773
178.2		13.9076
178.3		13.8383
178.4		13.7692
178.5		13.7006
178.6		13.6322
178.7		13.5642
178.8		13.4966
178.9		13.4293
179		13.3623
179.1		13.2957
179.2		13.2293
179.3		13.1634
179.4		13.0977
179.5		13.0324
179.6		12.9674
179.7		12.9027
179.8		12.8384
179.9		12.7743
180		12.7106
180.1		12.6472
180.2		12.5841
180.3		12.5214
180.4		12.4589
180.5		12.3968
180.6		12.335
180.7		12.2734
180.8		12.2122
180.9		12.1513
181		12.0907
181.1		12.0304
181.2		11.9704
181.3		11.9107
181.4		11.8513
181.5		11.7922
181.6		11.7334
181.7		11.6749
181.8		11.6166
181.9		11.5587
182		11.501
182.1		11.4437
182.2		11.3866
182.3		11.3298
182.4		11.2733
182.5		11.2171
182.6		11.1611
182.7		11.1055
182.8		11.0501
182.9		10.995
183		10.9401
183.1		10.8856
183.2		10.8313
183.3		10.7772
183.4		10.7235
183.5		10.67
183.6		10.6168
183.7		10.5638
183.8		10.5112
183.9		10.4587
184		10.4066
184.1		10.3547
184.2		10.303
184.3		10.2516
184.4		10.2005
184.5		10.1496
184.6		10.099
184.7		10.0486
184.8		9.99852
184.9		9.94865
185		9.89903
185.1		9.84966
185.2		9.80053
185.3		9.75165
185.4		9.70302
185.5		9.65462
185.6		9.60647
185.7		9.55856
185.8		9.51089
185.9		9.46345
186		9.41625
186.1		9.36929
186.2		9.32256
186.3		9.27606
186.4		9.2298
186.5		9.18376
186.6		9.13796
186.7		9.09238
186.8		9.04703
186.9		9.00191
187		8.95701
187.1		8.91234
187.2		8.86789
187.3		8.82366
187.4		8.77965
187.5		8.73586
187.6		8.69229
187.7		8.64894
187.8		8.6058
187.9		8.56288
188		8.52018
188.1		8.47768
188.2		8.4354
188.3		8.39333
188.4		8.35146
188.5		8.30981
188.6		8.26837
188.7		8.22713
188.8		8.18609
188.9		8.14527
189		8.10464
189.1		8.06422
189.2		8.024
189.3		7.98398
189.4		7.94416
189.5		7.90454
189.6		7.86511
189.7		7.82589
189.8		7.78685
189.9		7.74802
190		7.70937
190.1		7.67092
190.2		7.63266
190.3		7.5946
190.4		7.55672
190.5		7.51903
190.6		7.48153
190.7		7.44421
190.8		7.40708
190.9		7.37014
191		7.33338
191.1		7.29681
191.2		7.26041
191.3		7.2242
191.4		7.18817
191.5		7.15232
191.6		7.11665
191.7		7.08115
191.8		7.04584
191.9		7.0107
192		6.97573
192.1		6.94094
192.2		6.90632
192.3		6.87187
192.4		6.8376
192.5		6.8035
192.6		6.76957
192.7		6.7358
192.8		6.70221
192.9		6.66878
193		6.63552
193.1		6.60242
193.2		6.56949
193.3		6.53673
193.4		6.50413
193.5		6.47169
193.6		6.43941
193.7		6.40729
193.8		6.37534
193.9		6.34354
194		6.3119
194.1		6.28042
194.2		6.2491
194.3		6.21793
194.4		6.18692
194.5		6.15606
194.6		6.12536
194.7		6.09481
194.8		6.06441
194.9		6.03416
195		6.00407
195.1		5.97412
195.2		5.94432
195.3		5.91468
195.4		5.88518
195.5		5.85583
195.6		5.82662
195.7		5.79756
195.8		5.76864
195.9		5.73987
196		5.71124
196.1		5.68276
196.2		5.65442
196.3		5.62622
196.4		5.59815
196.5		5.57023
196.6		5.54245
196.7		5.51481
196.8		5.4873
196.9		5.45994
197		5.4327
197.1		5.40561
197.2		5.37865
197.3		5.35182
197.4		5.32513
197.5		5.29857
197.6		5.27214
197.7		5.24585
197.8		5.21968
197.9		5.19365
198		5.16775
198.1		5.14197
198.2		5.11633
198.3		5.09081
198.4		5.06542
198.5		5.04016
198.6		5.01502
198.7		4.99001
198.8		4.96512
198.9		4.94035
199		4.91571
199.1		4.8912
199.2		4.8668
199.3		4.84253
199.4		4.81838
199.5		4.79434
199.6		4.77043
199.7		4.74664
199.8		4.72297
199.9		4.69941
200		4.67597
200.1		4.65265
200.2		4.62944
200.3		4.60636
200.4		4.58338
200.5		4.56052
200.6		4.53778
200.7		4.51514
200.8		4.49262
200.9		4.47022
201		4.44792
201.1		4.42574
201.2		4.40366
201.3		4.3817
201.4		4.35985
201.5		4.3381
201.6		4.31647
201.7		4.29494
201.8		4.27352
201.9		4.2522
202		4.23099
202.1		4.20989
202.2		4.18889
202.3		4.168
202.4		4.14721
202.5		4.12653
202.6		4.10595
202.7		4.08547
202.8		4.06509
202.9		4.04482
203		4.02465
203.1		4.00457
203.2		3.9846
203.3		3.96473
203.4		3.94495
203.5		3.92528
203.6		3.9057
203.7		3.88622
203.8		3.86684
203.9		3.84755
